date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:39:41	2871/2871	---M--	200	added ('OK')	image/jpeg	etag:%22b37-56c97bf3f2000%22	https://preview.colorlib.com/theme/marco/img/blog/pp1.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/pp1.jpg	(from https://preview.colorlib.com/theme/marco/blog-home.html)
14:39:41	2235/2235	---M--	200	added ('OK')	image/jpeg	etag:%228bb-56c97bf4e6240%22	https://preview.colorlib.com/theme/marco/img/blog/pp2.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/pp2.jpg	(from https://preview.colorlib.com/theme/marco/blog-home.html)
14:39:42	2356/2356	---M--	200	added ('OK')	image/jpeg	etag:%22934-56c97bf4e6240%22	https://preview.colorlib.com/theme/marco/img/blog/pp3.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/pp3.jpg	(from https://preview.colorlib.com/theme/marco/blog-home.html)
14:39:42	3086/3086	---M--	200	added ('OK')	image/jpeg	etag:%22c0e-56c97bf5da480%22	https://preview.colorlib.com/theme/marco/img/blog/pp4.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/pp4.jpg	(from https://preview.colorlib.com/theme/marco/blog-home.html)
14:39:43	7413/7413	---M--	200	added ('OK')	image/jpeg	etag:%221cf5-56c97bda32340%22	https://preview.colorlib.com/theme/marco/img/blog/ads-banner.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/ads-banner.jpg	(from https://preview.colorlib.com/theme/marco/blog-home.html)
14:39:43	35831/35831	---M--	200	added ('OK')	image/jpeg	etag:%228bf7-56c97bf209b80%22	https://preview.colorlib.com/theme/marco/img/blog/post-img1.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/post-img1.jpg	(from https://preview.colorlib.com/theme/marco/blog-single.html)
14:39:44	38676/38676	---M--	200	added ('OK')	image/jpeg	etag:%229714-56c97bf3f2000%22	https://preview.colorlib.com/theme/marco/img/blog/post-img2.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/post-img2.jpg	(from https://preview.colorlib.com/theme/marco/blog-single.html)
14:39:44	2397/2397	---M--	200	added ('OK')	image/jpeg	etag:%2295d-56c97bf5da480%22	https://preview.colorlib.com/theme/marco/img/blog/prev.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/prev.jpg	(from https://preview.colorlib.com/theme/marco/blog-single.html)
14:39:45	2712/2712	---M--	200	added ('OK')	image/jpeg	etag:%22a98-56c97bf115940%22	https://preview.colorlib.com/theme/marco/img/blog/next.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/next.jpg	(from https://preview.colorlib.com/theme/marco/blog-single.html)
14:39:45	2459/2459	---M--	200	added ('OK')	image/jpeg	etag:%2299b-56c97bdc1a7c0%22	https://preview.colorlib.com/theme/marco/img/blog/c1.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/c1.jpg	(from https://preview.colorlib.com/theme/marco/blog-single.html)
14:39:46	2063/2063	---M--	200	added ('OK')	image/jpeg	etag:%2280f-56c97bdd0ea00%22	https://preview.colorlib.com/theme/marco/img/blog/c2.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/c2.jpg	(from https://preview.colorlib.com/theme/marco/blog-single.html)
14:39:46	2404/2404	---M--	200	added ('OK')	image/jpeg	etag:%22964-56c97bdef6e80%22	https://preview.colorlib.com/theme/marco/img/blog/c3.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/c3.jpg	(from https://preview.colorlib.com/theme/marco/blog-single.html)
14:39:47	2777/2777	---M--	200	added ('OK')	image/jpeg	etag:%22ad9-56c97bdfeb0c0%22	https://preview.colorlib.com/theme/marco/img/blog/c4.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/c4.jpg	(from https://preview.colorlib.com/theme/marco/blog-single.html)
14:39:47	2072/2072	---M--	200	added ('OK')	image/jpeg	etag:%22818-56c97be2c7780%22	https://preview.colorlib.com/theme/marco/img/blog/c5.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/blog/c5.jpg	(from https://preview.colorlib.com/theme/marco/blog-single.html)
14:39:47	14520/14520	---M--	200	added ('OK')	image/jpeg	etag:%2238b8-56c97bfe6f8c0%22	https://preview.colorlib.com/theme/marco/img/elements/d.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/elements/d.jpg	(from https://preview.colorlib.com/theme/marco/elements.html)
14:39:48	1879/1879	---M--	200	added ('OK')	image/jpeg	etag:%22757-56c97bff63b00%22	https://preview.colorlib.com/theme/marco/img/elements/f1.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/elements/f1.jpg	(from https://preview.colorlib.com/theme/marco/elements.html)
14:39:48	1957/1957	---M--	200	added ('OK')	image/jpeg	etag:%227a5-56c97c0057d40%22	https://preview.colorlib.com/theme/marco/img/elements/f2.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/elements/f2.jpg	(from https://preview.colorlib.com/theme/marco/elements.html)
14:39:49	2423/2423	---M--	200	added ('OK')	image/jpeg	etag:%22977-56c97c014bf80%22	https://preview.colorlib.com/theme/marco/img/elements/f3.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/elements/f3.jpg	(from https://preview.colorlib.com/theme/marco/elements.html)
14:39:49	1559/1559	---M--	200	added ('OK')	image/jpeg	etag:%22617-56c97c014bf80%22	https://preview.colorlib.com/theme/marco/img/elements/f4.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/elements/f4.jpg	(from https://preview.colorlib.com/theme/marco/elements.html)
14:39:50	1825/1825	---M--	200	added ('OK')	image/jpeg	etag:%22721-56c97c02401c0%22	https://preview.colorlib.com/theme/marco/img/elements/f5.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/elements/f5.jpg	(from https://preview.colorlib.com/theme/marco/elements.html)
14:39:50	1427/1427	---M--	200	added ('OK')	image/jpeg	etag:%22593-56c97c02401c0%22	https://preview.colorlib.com/theme/marco/img/elements/f6.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/elements/f6.jpg	(from https://preview.colorlib.com/theme/marco/elements.html)
14:39:51	1516/1516	---M--	200	added ('OK')	image/jpeg	etag:%225ec-56c97c0334400%22	https://preview.colorlib.com/theme/marco/img/elements/f7.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/elements/f7.jpg	(from https://preview.colorlib.com/theme/marco/elements.html)
14:39:51	1343/1343	---M--	200	added ('OK')	image/jpeg	etag:%2253f-56c97c0334400%22	https://preview.colorlib.com/theme/marco/img/elements/f8.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/elements/f8.jpg	(from https://preview.colorlib.com/theme/marco/elements.html)
14:39:52	124531/124531	---M--	200	added ('OK')	image/jpeg	etag:%221e673-56c97c051c880%22	https://preview.colorlib.com/theme/marco/img/elements/g1.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/elements/g1.jpg	(from https://preview.colorlib.com/theme/marco/elements.html)
14:39:53	116798/116798	---M--	200	added ('OK')	image/jpeg	etag:%221c83e-56c97c0ad5600%22	https://preview.colorlib.com/theme/marco/img/elements/g2.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/elements/g2.jpg	(from https://preview.colorlib.com/theme/marco/elements.html)
14:39:53	81581/81581	---M--	200	added ('OK')	image/jpeg	etag:%2213ead-56c97c07f8f40%22	https://preview.colorlib.com/theme/marco/img/elements/g3.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/elements/g3.jpg	(from https://preview.colorlib.com/theme/marco/elements.html)
14:39:53	84926/84926	---M--	200	added ('OK')	image/jpeg	etag:%2214bbe-56c97c09e13c0%22	https://preview.colorlib.com/theme/marco/img/elements/g4.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/elements/g4.jpg	(from https://preview.colorlib.com/theme/marco/elements.html)
14:39:53	64607/64607	---M--	200	added ('OK')	image/jpeg	etag:%22fc5f-56c97c0cbda80%22	https://preview.colorlib.com/theme/marco/img/elements/g5.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/elements/g5.jpg	(from https://preview.colorlib.com/theme/marco/elements.html)
14:39:54	74445/74445	---M--	200	added ('OK')	image/jpeg	etag:%22122cd-56c97c0f9a140%22	https://preview.colorlib.com/theme/marco/img/elements/g6.jpg	C:/Users/Jyoti/Downloads/Food%201/preview.colorlib.com/theme/marco/img/elements/g6.jpg	(from https://preview.colorlib.com/theme/marco/elements.html)
